1.939603537321090698e-01,9.571071267127990723e-01,4.863876819610595703e+00,4.484164416790008545e-01,-1.063039749860763550e-01,9.478370547294616699e-01
1.207161903381347656e+00,-2.373372912406921387e-01,4.340491771697998047e+00,1.028212159872055054e-01,4.978362917900085449e-01,9.404948949813842773e-01
1.795733690261840820e+00,8.988890051841735840e-01,4.446250915527343750e+00,-2.850935459136962891e-01,-2.728987485170364380e-02,9.420428872108459473e-01
-7.081059813499450684e-01,2.137290954589843750e+00,4.322626590728759766e+00,3.105594217777252197e-01,7.639514654874801636e-02,9.498829841613769531e-01
1.880044937133789062e+00,9.373527765274047852e-02,4.737569808959960938e+00,1.220602691173553467e-01,-2.707187533378601074e-01,9.396789073944091797e-01
1.703844785690307617e+00,-3.380796313285827637e-01,5.402276992797851562e+00,-2.003328651189804077e-01,-2.556514143943786621e-01,9.317793846130371094e-01
-1.675451517105102539e+00,-2.020566463470458984e+00,4.197263717651367188e+00,-5.334188044071197510e-02,1.683942973613739014e-01,9.447795748710632324e-01
1.840932130813598633e+00,-6.841759085655212402e-01,4.304100513458251953e+00,-8.639770746231079102e-02,-2.987211346626281738e-01,9.309843778610229492e-01
7.985327839851379395e-01,-4.298295974731445312e-01,4.669632911682128906e+00,-3.176967799663543701e-01,1.417056322097778320e-01,9.388261437416076660e-01
-9.724644422531127930e-01,6.010761857032775879e-01,5.626399993896484375e+00,-7.104726135730743408e-02,8.227682113647460938e-02,9.444738030433654785e-01
-8.771539330482482910e-01,-2.121179342269897461e+00,5.265388011932373047e+00,1.416875049471855164e-03,3.269076943397521973e-01,9.317802190780639648e-01
1.527550965547561646e-01,-1.796779751777648926e+00,4.404175281524658203e+00,1.606384813785552979e-01,7.035461068153381348e-02,9.348097443580627441e-01
-5.684214830398559570e-01,-5.063928961753845215e-01,4.369069099426269531e+00,-3.136416077613830566e-01,-3.021100759506225586e-01,9.460579156875610352e-01
-2.174975872039794922e+00,2.167857885360717773e+00,3.543721914291381836e+00,-2.828770279884338379e-01,1.854784339666366577e-01,9.633051753044128418e-01
2.002168178558349609e+00,1.638468265533447266e+00,3.803932428359985352e+00,-2.201298475265502930e-01,-1.799738407135009766e-02,9.451264739036560059e-01
3.415959179401397705e-01,-1.696698069572448730e-01,4.648494243621826172e+00,-2.247894704341888428e-01,-2.840000391006469727e-01,9.420467615127563477e-01
2.070453882217407227e+00,-1.592678546905517578e+00,4.483438014984130859e+00,-2.662727423012256622e-02,-4.854068905115127563e-02,9.253284931182861328e-01
-2.099985837936401367e+00,1.151424348354339600e-01,5.127542018890380859e+00,4.068602323532104492e-01,-5.939513444900512695e-02,9.443631768226623535e-01
-1.839934349060058594e+00,1.925264477729797363e+00,4.094443798065185547e+00,-1.017397195100784302e-01,1.299668997526168823e-01,9.573168754577636719e-01
1.402890086174011230e+00,-3.340023756027221680e-02,4.946645736694335938e+00,4.083662629127502441e-01,-8.790148794651031494e-02,9.371737837791442871e-01
-8.339725136756896973e-01,-1.704246163368225098e+00,3.837074518203735352e+00,-1.879023201763629913e-02,-3.070840835571289062e-01,9.448513388633728027e-01
-1.863381266593933105e-01,-9.219136238098144531e-01,4.778268814086914062e+00,4.908662289381027222e-02,5.254275202751159668e-01,9.414346218109130859e-01
2.102656126022338867e+00,1.886797547340393066e-01,3.957430362701416016e+00,-1.778089851140975952e-01,-3.357406854629516602e-01,9.365924000740051270e-01
-1.838533759117126465e+00,-1.094359636306762695e+00,4.473627090454101562e+00,3.568195402622222900e-01,2.251269817352294922e-01,9.463581442832946777e-01
-9.540820121765136719e-01,-1.547019839286804199e+00,5.178685188293457031e+00,-2.919368445873260498e-01,3.606548309326171875e-01,9.356018900871276855e-01
-4.434502124786376953e-01,2.497690618038177490e-01,4.409554958343505859e+00,-3.684387505054473877e-01,-1.821878999471664429e-01,9.506267309188842773e-01
1.335850954055786133e+00,-1.367194056510925293e+00,4.276890277862548828e+00,-2.513704895973205566e-01,2.238536328077316284e-01,9.314208030700683594e-01
1.978344440460205078e+00,2.068115234375000000e+00,4.426309108734130859e+00,-9.715007990598678589e-02,8.200433850288391113e-02,9.408798813819885254e-01
-2.129821062088012695e+00,1.971010446548461914e+00,3.796284914016723633e+00,3.407077491283416748e-02,-3.550791740417480469e-01,9.553754329681396484e-01
-1.378798961639404297e+00,1.604667007923126221e-01,5.091961860656738281e+00,-2.684109807014465332e-01,3.870841264724731445e-01,9.499135017395019531e-01
-1.881646633148193359e+00,-6.517552137374877930e-01,4.908197402954101562e+00,1.589112542569637299e-02,-2.804651856422424316e-01,9.442629814147949219e-01
-6.025611758232116699e-01,-7.490139007568359375e-01,4.244532585144042969e+00,3.638078570365905762e-01,-2.753803133964538574e-01,9.472638964653015137e-01
1.925635576248168945e+00,2.224345445632934570e+00,3.931984424591064453e+00,-1.717545688152313232e-01,8.147064596414566040e-02,9.437034726142883301e-01
-1.134145736694335938e+00,1.447307914495468140e-01,4.950937271118164062e+00,-4.868213534355163574e-01,-2.832242846488952637e-01,9.454988241195678711e-01
-3.408985733985900879e-01,-1.330224990844726562e+00,5.497139453887939453e+00,-2.037173956632614136e-01,3.527978658676147461e-01,9.323796033859252930e-01
6.471121311187744141e-02,-1.499756813049316406e+00,4.186578750610351562e+00,-3.446912765502929688e-01,-1.818983256816864014e-01,9.352987408638000488e-01
1.769068479537963867e+00,3.550583124160766602e-01,3.716622591018676758e+00,-2.427121251821517944e-01,1.689718663692474365e-02,9.445917606353759766e-01
-8.398798704147338867e-01,-1.282777070999145508e+00,4.514771461486816406e+00,3.195522725582122803e-01,-2.313384562730789185e-01,9.435310959815979004e-01
1.118440747261047363e+00,1.067824512720108032e-01,4.921513557434082031e+00,2.162926085293292999e-02,-3.707348704338073730e-01,9.408089518547058105e-01
2.813520133495330811e-01,5.578906536102294922e-01,5.660099029541015625e+00,-8.354671299457550049e-02,1.383339911699295044e-01,9.408749938011169434e-01
-1.030604839324951172e+00,1.723110675811767578e-01,5.452029705047607422e+00,-1.535520106554031372e-01,-1.765342205762863159e-01,9.431769251823425293e-01
