"{5.372099099785678*^-9, {0.5639497821940667, 0.572972033729167, 0.5737306780260734, 0.5648705352995617, 2.5889188631588977, 2.589815788479701}}","{-5., -3., 267.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{5.1366858640832106*^-9, {0.5860075937200159, 0.5954004568868819, 0.5961565436000813, 0.5869322970759978, 2.5668242771418686, 2.567724969587228}}","{-5., -3., 268.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.5931330854325615*^-9, {0.6083040742585701, 0.6180958048156922, 0.6188493791097781, 0.6092332749078702, 2.54449193371586, 2.5453969158285386}}","{-5., -3., 269.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.764590522256241*^-9, {0.6308620907313426, 0.641083734874318, 0.6418348439538962, 0.6317963850791852, 2.5218990120463425, 2.522808853538873}}","{-5., -3., 270.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.5573013583136248*^-9, {0.6537066874720299, 0.6643925371465201, 0.6651412307667437, 0.654646729211318, 2.499020522404216, 2.4999358476604536}}","{-5., -3., 271.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{6.8245929229843805*^-9, {0.6768654410648248, 0.6880535847198911, 0.6887999155661763, 0.677811950729447, 2.475828952968592, 2.476750450106211}}","{-5., -3., 272.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{1.4081619676025664*^-6, {0.7003688868160391, 0.7121018763202313, 0.7128459041321892, 0.7013226659031156, 2.452293858480854, 2.4532222686359706}}","{-5., -3., 273.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{9.258416474144911*^-9, {0.7242510504052684, 0.7365767484740855, 0.7373185269228938, 0.7252129856661056, 2.4283812662366953, 2.429317483776303}}","{-5., -3., 274.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.0855566106710828*^-9, {0.7485500707573433, 0.7615226505645495, 0.7622622489873084, 0.7495211663829513, 2.404053186833453, 2.4049981462197656}}","{-5., -3., 275.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.734714057625662*^-9, {0.5234048092735603, 0.5303644269537138, 0.5243832396408611, 0.5162413584961323, 2.637411286502591, 2.630432064006439}}","{-5., -2., 265.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.229293764074777*^-9, {0.5450712502272268, 0.5522985101463952, 0.5463380298664308, 0.5378842768794948, 2.615731764122165, 2.608730101609054}}","{-5., -2., 266.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.874237140872551*^-9, {0.5669385004815687, 0.5744531806965346, 0.5685130802918239, 0.5597243354337328, 2.593856234750903, 2.5868286254077226}}","{-5., -2., 267.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{6.399958680817627*^-8, {0.5890261188693344, 0.5968497420750045, 0.5909296828794531, 0.5817808014623961, 2.5717654881577183, 2.5647081454020206}}","{-5., -2., 268.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{1.4369097044812992*^-6, {0.6113553196810383, 0.6195114220292299, 0.6136110549983801, 0.6040745580244226, 2.54943871601136, 2.5423475320477293}}","{-5., -2., 269.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.3965791419460016*^-9, {0.6339492627921296, 0.6424637002846272, 0.6365826517467604, 0.6266283616133899, 2.5268532128799683, 2.519723716614807}}","{-5., -2., 270.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{6.9982369743905655*^-9, {0.656833286952765, 0.6657346321843793, 0.6598725174365764, 0.6494671150568231, 2.5039841942591123, 2.4968114742580774}}","{-5., -2., 271.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{8.830949799127371*^-8, {0.6800353438568446, 0.689355334096074, 0.6835117434420299, 0.6726182385791954, 2.480804337244388, 2.4735829842722428}}","{-5., -2., 272.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.129235988246872*^-9, {0.7035864020873814, 0.7133605051929314, 0.7075349992758064, 0.6961120833232517, 2.457283420050697, 2.4500074333045667}}","{-5., -2., 273.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.4366617559209053*^-9, {0.7275209916948757, 0.7377890939247738, 0.7319812023428589, 0.7199824497169807, 2.4333877901778864, 2.4260504760266577}}","{-5., -2., 274.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.812234330315749*^-9, {0.7518778632277062, 0.7626851317233395, 0.7568943429791867, 0.7442672208621874, 2.409079745343876, 2.401673582466644}}","{-5., -2., 275.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.4089676504361648*^-9, {0.5264361279856676, 0.5319906197921677, 2.6210473173322684, 0.5111851806218388, 2.6422610334706524, 2.6274020961257847}}","{-5., -1., 265.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.824046696748149*^-9, {0.5481283065009539, 0.5538966629600216, 2.599102004579578, 0.5328268518175874, 2.620581693768941, 2.605674527725172}}","{-5., -1., 266.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{6.0083877164371105*^-9, {0.5700238787621961, 0.5760218837780046, 2.57693817201723, 0.5546640855321279, 2.5987077530232163, 2.5837448709691273}}","{-5., -1., 267.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.327769026027053*^-9, {0.5921426184010975, 0.5983874511244889, 2.554534675046564, 0.5767160313962229, 2.5766201056155023, 2.5615934236790987}}","{-5., -1., 268.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.52748724225079*^-6, {0.6145059975883865, 0.6210164435637572, 2.53186848048618, 0.5990034305986137, 2.5542980433201046, 2.5391988201798297}}","{-5., -1., 269.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{5.270770734631449*^-9, {0.6371374304921971, 0.6439341438496414, 2.5089142900209134, 0.6215489016683238, 2.5317190635235556, 2.516537673676026}}","{-5., -1., 270.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{9.624076037893647*^-9, {2.529228006373353, 0.6671684145778304, 2.4856443314828054, 0.64437714591658, 2.5088584802820653, 2.493584465965449}}","{-5., -1., 271.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.653772481461796*^-8, {2.5058054384344173, 0.6907501212696129, 2.4620277711015084, 0.6675153770973147, 2.485689182303106, 2.470310979768921}}","{-5., -1., 272.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{1.0204710006826392*^-8, {0.7069106760323802, 0.7147136718903903, 2.438030259977312, 0.6909936966579706, 2.462181165928998, 2.4466859495858224}}","{-5., -1., 273.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{1.9049538401122078*^-6, {0.7309000390553964, 0.7390976728145878, 2.413613254380255, 0.7148456110743568, 2.4383010691933262, 2.4226744904368904}}","{-5., -1., 274.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.446472671004193*^-9, {0.7553173603618792, 0.7639457373383074, 2.3887332454573476, 0.73910864963005, 2.414011425046677, 2.39823745987057}}","{-5., -1., 275.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.592746457236943*^-9, {0.5295623085528983, 0.5337026323306919, 2.619543411818998, 0.5062135394047644, 2.647026258844042, 2.6242773260293903}}","{-5., 0., 265.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.688889825217564*^-9, {0.5512813565282323, 0.5555813081601633, 2.597626638006078, 0.5278545585148474, 2.625346536044914, 2.6025230250627533}}","{-5., 0., 266.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.566695305863956*^-9, {0.5732064896057287, 0.5776778360479715, 2.57549285047948, 0.5496896394317441, 2.6034735433224983, 2.5805639549056445}}","{-5., 0., 267.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.610784106223763*^-9, {0.5953577070677184, 0.6000132580562713, 2.5531210457845392, 0.571737820464268, 2.5813882736888214, 2.5583801892266007}}","{-5., 0., 268.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{8.27676521359965*^-9, {0.6177567374651276, 0.6226105049348616, 2.530488338385547, 0.594019723025429, 2.5590701425467723, 2.53595008457842}}","{-5., 0., 269.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.605125978636687*^-9, {0.6404273062578828, 0.6454946940882543, 2.507569664458718, 0.616557792220532, 2.5364967483964653, 2.5132500151243518}}","{-5., 0., 270.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{6.6164467319877605*^-9, {0.6633954546738248, 0.6686934864729144, 2.4843374261870146, 0.639376582191176, 2.5136435881007992, 2.4902540566228484}}","{-5., 0., 271.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{9.241317713500731*^-9, {0.6866899230024069, 0.6922375175860942, 2.4607610631141026, 0.6625030973922954, 2.490483717824325, 2.4669336064072094}}","{-5., 0., 272.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{6.531778890103187*^-9, {0.7103426147969563, 0.7161609224750489, 2.436806529622694, 0.6859672037181226, 2.4669873433613163, 2.4432569240135003}}","{-5., 0., 273.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.49065159379806*^-9, {0.7343891647122033, 0.7405019819654444, 2.4124356523231096, 0.7098021284254252, 2.4431213226176234, 2.41918856869519}}","{-5., 0., 274.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{8.61946964894656*^-9, {0.7588696397345474, 0.765303925302581, 2.387605331233527, 0.7340450735506142, 2.4188485559920077, 2.394688706157716}}","{-5., 0., 275.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.4487397006208062*^-9, {0.5327838730913245, 0.535500201195064, 2.617953451032999, 0.5013263340829222, 2.651707047384296, 2.6210572334942204}}","{-5., 1., 265.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{1.647482653727779*^-6, {0.5545309570196495, 0.5573521675481454, 2.5960645518602017, 0.5229672767906391, 2.6300263970516666, 2.5992750471890176}}","{-5., 1., 266.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{1.3792426027970605*^-8, {0.5764869329645035, 0.5794207422715976, 2.5739600321741865, 0.5448008616795933, 2.608153720906625, 2.577285279497597}}","{-5., 1., 267.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.622884940920989*^-8, {0.598672029305693, 0.6017268493665424, 2.55161906423497, 0.5668460137946024, 2.5860701239388333, 2.5550678014720694}}","{-5., 1., 268.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.926716572763417*^-7, {0.6211082498430033, 0.624293278967826, 2.529018903118732, 0.5891232348760647, 2.5637551203937994, 2.532600687009893}}","{-5., 1., 269.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{6.641380764463278*^-9, {0.6438196372047474, 0.6471449952713688, 2.506134661280064, 0.6116548344304027, 2.5411864381408398, 2.5098599970859996}}","{-5., 1., 270.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{6.112645448810558*^-9, {0.6668325994455147, 0.6703094673420161, 2.482938950844405, 0.634465199957936, 2.518339710520111, 2.4868194424849936}}","{-5., 1., 271.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{8.164530028551702*^-9, {0.6901763068472239, 0.6938171151962881, 2.4594014540116116, 0.6575811479662422, 2.4951881627214343, 2.463449994249937}}","{-5., 1., 272.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.0942193067026095*^-7, {0.713883169681344, 0.7177018188254829, 2.435488411159708, 0.6810323223426924, 2.471702195773811, 2.4397194092294283}}","{-5., 1., 273.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{1.6777026173843516*^-7, {2.450779161938224, 0.7420015512332288, 2.4111619903180324, 0.7048516881120767, 2.4478488985996303, 2.4155916570243665}}","{-5., 1., 274.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{5.723301792184323*^-9, {0.7625358351917764, 0.7667591803549507, 2.3863795018983986, 0.7290761374370985, 2.4235914457630203, 2.391026193076965}}","{-5., 1., 275.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.867441758096049*^-9, {0.5361013684002539, 0.5373830722300778, 2.6162777064589298, 0.496523472482507, 0.49054464986064694, 2.617741273889718}}","{-5., 2., 265.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{5.183531295133282*^-9, {0.5578777017487923, 0.559208971290306, 2.594415991818704, 0.5181649068351507, 0.5122070205132231, 2.595929978233914}}","{-5., 2., 266.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.120013234883045*^-9, {0.5798658372354042, 0.5812503184933541, 2.572340022856523, 0.5399976271902502, 0.5340603676955766, 2.573908218931867}}","{-5., 2., 267.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.357976938607324*^-8, {0.6020862598556069, 0.6035279239353739, 2.5500290555173457, 0.5620404681399136, 0.5561235171391439, 2.551655587030176}}","{-5., 2., 268.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{8.24573929857493*^-9, {0.6245612584709169, 0.6260644506605016, 2.527460504164077, 0.5843138155879415, 0.5784168449543519, 2.529149883755428}}","{-5., 2., 269.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{6.899039883233784*^-9, {0.6473152068669711, 0.6488847069731648, 2.5046096512144667, 0.6068398435737956, 0.6009625122854809, 2.506366839096582}}","{-5., 2., 270.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.660267931680965*^-8, {0.6703749009964748, 0.6720159935723713, 2.4814493027098776, 0.6296427908005887, 0.62378474337564, 2.4832797795206902}}","{-5., 2., 271.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.702752273210939*^-8, {0.6937699628998669, 0.6954885246541406, 2.4579493708183278, 0.6527492944536206, 0.6469101578067173, 2.4598592294506214}}","{-5., 2., 272.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.531390280103754*^-7, {0.7175333316236782, 0.7193359396970378, 2.434076373555253, 0.6761887844121605, 0.6703681693809617, 2.436072413582025}}","{-5., 2., 273.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.3763272408408246*^-9, {0.741701882237855, 0.7435959267473459, 2.4097927792957403, 0.6999939943624615, 0.6941914736796544, 2.411882680703201}}","{-5., 2., 274.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.206806426209028*^-9, {0.7663171398148751, 0.7683110129609143, 2.3850562987923203, 0.7242015092918248, 0.718416638586038, 2.387248733425007}}","{-5., 2., 275.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.882846261724094*^-9, {0.5395153667526467, 0.5393510002938972, 2.6145164400905005, 0.4918048705132604, 0.4925684279477615, 2.614328877065522}}","{-5., 3., 265.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.350320520154355*^-9, {0.5613221961040151, 0.5611514624960894, 2.5926812774673387, 0.5134473412779752, 0.5142082237605681, 2.5924872394858642}}","{-5., 3., 266.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{6.0622105867497016*^-9, {0.5833438605912469, 0.5831662918962194, 2.5706331165756318, 0.5352798208510322, 0.5360380678388157, 2.5704321173925258}}","{-5., 3., 267.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.7105456262758777*^-9, {0.6056011065043073, 0.6054161929359481, 2.5483513325733833, 0.5573210505963216, 0.5580767026181513, 2.548142842777175}}","{-5., 3., 268.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.013747135692159*^-7, {0.6281165217642979, 0.6279237093883473, 2.5258134821618667, 0.579591308647811, 0.5803444109183249, 2.525596913684108}}","{-5., 3., 269.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.0874166905827155*^-9, {0.6509148367646765, 0.650713503550251, 2.502994989292022, 0.6021126481932396, 0.6028632374094673, 2.502769723123019}}","{-5., 3., 270.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{6.419147011424831*^-9, {0.6740232472554688, 0.6738127182543451, 2.479868861752524, 0.6249091611195006, 0.6256572858779562, 2.479634185105672}}","{-5., 3., 271.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.097149266690714*^-9, {0.6974718548522568, 0.6972513748335194, 2.4564052216431667, 0.6480073182017683, 0.6487530259618294, 2.456160352086614}}","{-5., 3., 272.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.614492706403484*^-9, {0.7212941631086078, 0.7210628870982061, 2.4325708343192414, 0.671436358580695, 0.672179699420597, 2.4323148968913015}}","{-5., 3., 273.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{8.407895882400303*^-9, {0.7455277035036578, 0.7452846799073182, 2.4083284887679333, 0.6952287706240793, 0.6959697978187147, 2.408060498792718}}","{-5., 3., 274.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.886477643809965*^-8, {0.7702148091390336, 0.7699589588527196, 2.383636236420952, 0.7194208794760959, 0.720159650103106, 2.3833550784066184}}","{-5., 3., 275.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.146633830106874*^-9, {0.5430264670779213, 0.5414037489359728, 2.612669904796271, 0.487170451877329, 0.49467618267180963, 2.6108194463980308}}","{-5., 4., 265.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{0.00001615907511800257, {0.5648650341446156, 0.5631793488134197, 2.590860522204012, 0.5088145406515986, 0.5162939527274422, 2.5889462285964173}}","{-5., 4., 266.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{9.340988491295093*^-7, {0.5869216889034723, 0.5851684010340203, 2.5688395921591347, 0.5306473353474708, 0.5381008422994695, 2.5668562967004305}}","{-5., 4., 267.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.2786574346746986*^-7, {0.6092173081544691, 0.6073913775576385, 2.546586193698399, 0.5526876383137225, 0.5601156258017175, 2.544528830693038}}","{-5., 4., 268.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{7.636093192146055*^-7, {0.6317748447110096, 0.629870759200333, 2.524078138274613, 0.5749555768206599, 0.582358457768253, 2.52194100537062}}","{-5., 4., 269.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{0.000012718644185520235, {0.6546193391942435, 0.6526310345005292, 2.501290972647094, 0.5974731572337977, 0.6048512847072033, 2.499067691553932}}","{-5., 4., 270.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{5.769007297060768*^-9, {0.6777785706360774, 0.6756993098750423, 2.478197990991988, 0.6202641316461153, 0.6276180848731316, 2.4758817294211832}}","{-5., 4., 271.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{8.314970705980995*^-9, {0.7012829938583242, 0.6991053119241545, 2.4547693951312572, 0.6433550175175203, 0.6506851950300058, 2.4523523560286766}}","{-5., 4., 272.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{5.3629045722133315*^-9, {0.7251667535320616, 0.7228822841056659, 2.430972231654798, 0.6667748032618833, 0.6740816956257449, 2.4284457570604405}}","{-5., 4., 273.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{1.49275022209564*^-8, {0.7494680846809074, 0.7470674030014195, 2.406769572023608, 0.6905557611221271, 0.6978398895764574, 2.4041239143772413}}","{-5., 4., 274.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.131306587856462*^-9, {0.7742301632961796, 0.7717025770891636, 2.382119805172198, 0.7147339600884809, 0.7219958823748878, 2.379343913034294}}","{-5., 4., 275.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.8896639030634375*^-9, {0.5466352959909664, 0.5435410901773639, 2.6107383444279018, 2.656211555518908, 0.49686771959900466, 2.6072123575999435}}","{-5., 5., 265.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{2.867610598149599*^-9, {0.5685070395271938, 0.5652925200262545, 2.5889544027213205, 2.6345758041939287, 0.5184639005341216, 2.5853061325089843}}","{-5., 5., 266.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{4.003477421403926*^-9, {0.5906000530784349, 0.5872563916170769, 2.566959734326749, 2.612752304364071, 0.5402484854669133, 2.5631800142201304}}","{-5., 5., 267.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
"{3.6607222581836705*^-9, {0.6129356453950324, 0.6094532186000875, 2.544733931472212, 2.5907224845695063, 0.5622400669590184, 2.5408127761831403}}","{-5., 5., 268.}","{{1., 0., 0.}, {0., 1., 0.}, {0., 0., 1.}}"
